16:23:52.153	452	455	703
16:23:52.154	452	455	703
16:23:52.170	452	455	703
16:23:52.187	452	455	703
16:23:52.221	447	456	704
16:23:52.237	447	456	704
16:23:52.271	449	455	701
16:23:52.287	449	455	701
16:23:52.320	452	458	703
16:23:52.337	452	458	703
16:23:52.370	450	453	710
16:23:52.387	450	453	710
16:23:52.420	448	457	703
16:23:52.437	448	457	703
16:23:52.470	450	456	701
16:23:52.487	450	456	701
16:23:52.520	446	460	705
16:23:52.537	446	460	705
16:23:52.570	453	457	706
16:23:52.587	453	457	706
16:23:52.620	444	457	704
16:23:52.638	444	457	704
16:23:52.671	452	459	705
16:23:52.689	452	459	705
16:23:52.721	448	458	704
16:23:52.738	448	458	704
16:23:52.771	447	457	703
16:23:52.788	447	457	703
16:23:52.822	450	460	706
16:23:52.837	450	460	706
16:23:52.871	449	459	702
16:23:52.887	449	459	702
16:23:52.922	450	458	706
16:23:52.937	450	458	706
16:23:52.955	450	458	706
16:23:52.971	449	459	706
16:23:52.987	449	459	706
16:23:53.005	449	459	706
16:23:53.021	446	459	706
16:23:53.038	446	459	706
16:23:53.054	446	459	706
16:23:53.088	454	457	703
16:23:53.104	454	457	703
16:23:53.138	443	460	707
16:23:53.154	443	460	707
16:23:53.188	450	460	705
16:23:53.205	450	460	705
16:23:53.238	453	458	703
16:23:53.254	453	458	703
16:23:53.287	442	461	707
16:23:53.305	442	461	707
16:23:53.337	451	455	702
16:23:53.355	451	455	702
16:23:53.388	446	461	705
16:23:53.404	446	461	705
16:23:53.438	448	456	704
16:23:53.454	448	456	704
16:23:53.487	448	459	703
16:23:53.504	448	459	703
16:23:53.538	447	459	705
16:23:53.554	447	459	705
16:23:53.588	448	456	705
16:23:53.603	448	456	705
16:23:53.637	445	456	704
16:23:53.654	445	456	704
16:23:53.687	451	457	704
16:23:53.704	451	457	704
16:23:53.737	448	459	704
16:23:53.755	448	459	704
16:23:53.787	448	458	704
16:23:53.803	448	458	704
16:23:53.837	449	456	706
16:23:53.853	449	456	706
16:23:53.887	447	458	704
16:23:53.903	447	458	704
16:23:53.937	449	457	705
16:23:53.954	449	457	705
16:23:53.970	449	457	705
16:23:53.987	445	456	707
16:23:54.003	445	456	707
16:23:54.038	447	457	701
16:23:54.055	447	457	701
16:23:54.071	447	457	701
16:23:54.089	450	457	703
