x, y, z
511, 509, 708

514, 503, 713

514, 503, 713

508, 519, 725

508, 519, 725

494, 518, 721

494, 518, 721

511, 524, 730

511, 524, 730

496, 512, 714

496, 512, 714

499, 518, 716

499, 518, 716

505, 515, 715

505, 515, 715

506, 516, 714

506, 516, 714

499, 517, 714

499, 517, 714

505, 516, 716

505, 516, 716

505, 516, 716

506, 517, 715

506, 517, 715

506, 517, 715

503, 516, 714

503, 516, 714

505, 517, 716

505, 517, 716

505, 517, 716

504, 517, 715

504, 517, 715

504, 517, 715

504, 517, 714

504, 517, 714

504, 517, 715

504, 517, 715

506, 517, 714

506, 517, 714

506, 517, 714

505, 517, 712

505, 517, 712

502, 518, 717

502, 518, 717

510, 517, 715

510, 517, 715

502, 517, 715

502, 517, 715

507, 518, 715

507, 518, 715

504, 517, 711

504, 517, 711

506, 518, 716

506, 518, 716

506, 516, 715

506, 516, 715

501, 518, 713

501, 518, 713

509, 518, 716

509, 518, 716

508, 516, 715

508, 516, 715

502, 519, 715

502, 519, 715

505, 516, 713

505, 516, 713

505, 516, 713

507, 519, 716

507, 519, 716

507, 519, 716

501, 516, 714

501, 516, 714

501, 516, 714

508, 519, 714

508, 519, 714

508, 519, 714

505, 517, 715

505, 517, 715

505, 517, 715

505, 518, 714

505, 518, 714

505, 518, 715

505, 518, 715

506, 518, 714

506, 518, 714

506, 518, 715

506, 518, 715

505, 518, 713

505, 518, 713

506, 519, 709

506, 519, 709

492, 522, 719

492, 522, 719

496, 522, 717

496, 522, 717

514, 524, 725

514, 524, 725

504, 512, 715

504, 512, 715

506, 510, 714

506, 510, 714

509, 510, 713

509, 510, 713

505, 518, 713

505, 518, 713

499, 525, 710

499, 525, 710

504, 510, 691

504, 510, 691

503, 525, 726

503, 525, 726

503, 525, 726

486, 537, 735

486, 537, 735

495, 502, 698

495, 502, 698

495, 502, 698

515, 499, 700

515, 499, 700

515, 499, 700

504, 525, 732

504, 525, 732

504, 525, 732

523, 527, 713

523, 527, 713

496, 512, 700

496, 512, 700

496, 512, 700

499, 522, 716

499, 522, 716

512, 516, 716

512, 516, 716

497, 519, 712

497, 519, 712

511, 518, 716

511, 518, 716

498, 518, 714

498, 518, 714

507, 517, 715

507, 517, 715

503, 519, 713

503, 519, 713

505, 517, 715

505, 517, 715

502, 518, 716

502, 518, 716

508, 517, 717

508, 517, 717

503, 519, 711

503, 519, 711

502, 515, 711

502, 515, 711

500, 520, 715

500, 520, 715

500, 520, 715

508, 517, 718

508, 517, 718

504, 519, 713

504, 519, 713

504, 519, 713

501, 517, 714

501, 517, 714

501, 517, 714

507, 519, 715

507, 519, 715

507, 519, 715

502, 519, 715

502, 519, 715

507, 517, 718

507, 517, 718

507, 517, 718

501, 520, 714

501, 520, 714

501, 520, 714

506, 517, 715

506, 517, 715

504, 518, 715

504, 518, 715

505, 519, 714

505, 519, 714

504, 518, 714

504, 518, 714

506, 519, 715

506, 519, 715

504, 519, 715

504, 519, 715

504, 518, 714

504, 518, 714

506, 519, 715

506, 519, 715

504, 518, 716

504, 518, 716

506, 519, 714

506, 519, 714

504, 518, 714

504, 518, 714

504, 519, 717

504, 519, 717

507, 518, 711

507, 518, 711

500, 520, 716

500, 520, 716

510, 518, 715

510, 518, 715

510, 518, 715

501, 519, 715

501, 519, 715

503, 517, 715

503, 517, 715

503, 517, 715

506, 520, 714

506, 520, 714

506, 520, 714

503, 518, 715

503, 518, 715

503, 518, 715

506, 518, 716

506, 518, 716

504, 518, 713

504, 518, 713

505, 519, 715

505, 519, 715

505, 519, 715

505, 519, 715

505, 519, 715

504, 518, 714

504, 518, 714

504, 519, 714

504, 519, 714

505, 519, 715

505, 519, 715

504, 518, 716

504, 518, 716

506, 519, 714

506, 519, 714

502, 519, 714

502, 519, 714

506, 520, 715

506, 520, 715

505, 519, 714

505, 519, 714

504, 518, 715

504, 518, 715

507, 520, 716

507, 520, 716

504, 518, 714

504, 518, 714

504, 519, 715

504, 519, 715

504, 519, 715

505, 518, 715

505, 518, 715

505, 519, 715

505, 519, 715

505, 519, 715

502, 517, 713

502, 517, 713

502, 517, 713

509, 519, 714

509, 519, 714

509, 519, 714

501, 519, 714

501, 519, 714

506, 519, 716

506, 519, 716

506, 519, 716

506, 519, 714

506, 519, 714

504, 519, 714

504, 519, 714

506, 517, 714

506, 517, 714

503, 521, 716

503, 521, 716

506, 519, 713

506, 519, 713

502, 519, 712

502, 519, 712

507, 517, 717

507, 517, 717

504, 521, 713

504, 521, 713

505, 518, 713

505, 518, 713

502, 520, 715

502, 520, 715

509, 519, 717

509, 519, 717

505, 519, 714

505, 519, 714

505, 520, 717

505, 520, 717

505, 520, 717

505, 520, 716

505, 520, 716

508, 519, 713

508, 519, 713

501, 520, 715

501, 520, 715

501, 520, 715

511, 519, 714

511, 519, 714

null
500, 518, 713

500, 518, 713

509, 520, 717

509, 520, 717

509, 520, 717

505, 519, 712

505, 519, 712

505, 519, 712

501, 521, 715

501, 521, 715

509, 518, 716

509, 518, 716

505, 520, 711

505, 520, 711

505, 518, 716

505, 518, 716

504, 520, 715

504, 520, 715

508, 518, 716

508, 518, 716

502, 520, 715

502, 520, 715

507, 519, 713

507, 519, 713

505, 519, 714

505, 519, 714

504, 518, 713

504, 518, 713

503, 520, 714

503, 520, 714

508, 521, 716

508, 521, 716

510, 521, 717

510, 521, 717

504, 520, 714

504, 520, 714

508, 519, 715

508, 519, 715

508, 519, 715

508, 523, 716

508, 523, 716

508, 523, 716

507, 519, 714

507, 519, 714

507, 519, 714

506, 521, 713

506, 521, 713

506, 521, 713

510, 519, 715

510, 519, 715

510, 519, 715

505, 520, 715

505, 520, 715

505, 520, 713

505, 520, 713

509, 522, 715

509, 522, 715

504, 519, 714

504, 519, 714

507, 520, 714

507, 520, 714

506, 523, 724

506, 523, 724

510, 523, 720

510, 523, 720

498, 513, 711

498, 513, 711

510, 525, 716

510, 525, 716

509, 517, 716

509, 517, 716

504, 521, 713

504, 521, 713

505, 519, 715

505, 519, 715

511, 521, 716

511, 521, 716

502, 519, 713

502, 519, 713

507, 520, 714

507, 520, 714

508, 521, 716

508, 521, 716

508, 521, 716

505, 519, 715

505, 519, 715

509, 521, 715

509, 521, 715

509, 521, 715

506, 519, 714

506, 519, 714

506, 519, 714

506, 521, 716

506, 521, 716

506, 521, 716

505, 521, 715

505, 521, 715

506, 519, 714

506, 519, 714

506, 519, 714

506, 522, 715

506, 522, 715

507, 520, 715

507, 520, 715

506, 519, 714

506, 519, 714

506, 520, 714

506, 520, 714

507, 521, 716

507, 521, 716

506, 520, 718

506, 520, 718

508, 521, 714

508, 521, 714

505, 520, 711

505, 520, 711

508, 522, 718

508, 522, 718

508, 520, 720

508, 520, 720

504, 519, 716

504, 519, 716

505, 517, 711

505, 517, 711

502, 522, 714

502, 522, 714

507, 522, 714

507, 522, 714

505, 521, 715

505, 521, 715

510, 519, 715

510, 519, 715

510, 519, 715

502, 519, 714

502, 519, 714

502, 519, 714

512, 521, 715

512, 521, 715

502, 520, 715

502, 520, 715

502, 520, 715

507, 519, 714

507, 519, 714

505, 519, 714

505, 519, 714

508, 520, 714

508, 520, 714

503, 520, 714

503, 520, 714

511, 520, 716

511, 520, 716

504, 520, 712

504, 520, 712

504, 520, 715

504, 520, 715

507, 520, 716

507, 520, 716

506, 519, 713

506, 519, 713

505, 520, 714

505, 520, 714

507, 520, 716

507, 520, 716

508, 519, 715

508, 519, 715

504, 520, 714

504, 520, 714

507, 520, 714

507, 520, 714

509, 521, 718

509, 521, 718

501, 521, 716

501, 521, 716

501, 521, 716

509, 519, 714

509, 519, 714

509, 519, 714

504, 520, 714

504, 520, 714

504, 520, 714

508, 520, 716

508, 520, 716

508, 520, 716

507, 521, 714

507, 521, 714

507, 521, 714

504, 519, 714

504, 519, 714

508, 520, 715

508, 520, 715

505, 521, 715

505, 521, 715

506, 520, 714

506, 520, 714

506, 521, 713

506, 521, 713

506, 520, 716

506, 520, 716

508, 519, 715

508, 519, 715

503, 521, 712

503, 521, 712

508, 519, 716

508, 519, 716

506, 522, 715

506, 522, 715

506, 518, 713

506, 518, 713

507, 520, 712

507, 520, 712

502, 519, 712

502, 519, 712

504, 519, 719

504, 519, 719

514, 525, 719

514, 525, 719

509, 519, 712

509, 519, 712

509, 519, 712

490, 517, 712

490, 517, 712

523, 520, 719

523, 520, 719

523, 520, 719

502, 521, 709

502, 521, 709

502, 521, 709

505, 522, 718

505, 522, 718

505, 522, 718

503, 513, 717

503, 513, 717

503, 520, 713

503, 520, 713

511, 518, 714

511, 518, 714

505, 524, 713

505, 524, 713

515, 523, 717

515, 523, 717

498, 517, 709

498, 517, 709

511, 522, 720

511, 522, 720

507, 521, 714

507, 521, 714

505, 519, 718

505, 519, 718

502, 520, 713

502, 520, 713

507, 521, 714

507, 521, 714

506, 519, 715

506, 519, 715

504, 520, 713

504, 520, 713

506, 520, 714

506, 520, 714

504, 521, 715

504, 521, 715

504, 521, 715

505, 521, 714

505, 521, 714

506, 521, 716

506, 521, 716

509, 522, 715

509, 522, 715

509, 522, 715

504, 519, 713

504, 519, 713

504, 519, 713

504, 520, 715

504, 520, 715

504, 520, 715

509, 523, 712

509, 523, 712

495, 517, 713

495, 517, 713

495, 517, 713

512, 526, 717

512, 526, 717

502, 519, 715

502, 519, 715

509, 519, 711

509, 519, 711

506, 523, 714

506, 523, 714

505, 519, 718

505, 519, 718

504, 524, 713

504, 524, 713

509, 520, 715

509, 520, 715

492, 523, 688

492, 523, 688

505, 507, 682

505, 507, 682

516, 558, 744

516, 558, 744

502, 490, 725

502, 490, 725

500, 534, 715

500, 534, 715

498, 521, 713

498, 521, 713

498, 521, 713

504, 525, 711

504, 525, 711

495, 525, 714

495, 525, 714

495, 525, 714

497, 525, 716

497, 525, 716

497, 525, 716

485, 531, 718

485, 531, 718

485, 531, 718

496, 521, 715

496, 521, 715

496, 521, 715

497, 525, 714

497, 525, 714

497, 525, 714

492, 528, 718

492, 528, 718

492, 528, 718

490, 524, 713

490, 524, 713

494, 527, 713

494, 527, 713

496, 526, 714

496, 526, 714

490, 526, 718

490, 526, 718

500, 527, 712

500, 527, 712

484, 528, 718

484, 528, 718

492, 527, 712

492, 527, 712

496, 524, 710

496, 524, 710

500, 528, 715

500, 528, 715

492, 528, 719

492, 528, 719

491, 525, 712

491, 525, 712

490, 530, 719

490, 530, 719

468, 535, 731

468, 535, 731

485, 520, 703

485, 520, 703

485, 533, 717

485, 533, 717

485, 533, 717

483, 528, 715

483, 528, 715

483, 528, 715

486, 526, 714

486, 526, 714

486, 526, 714

482, 530, 716

482, 530, 716

482, 530, 716

488, 528, 712

488, 528, 712

488, 528, 712

478, 528, 713

478, 528, 713

485, 528, 717

485, 528, 717

482, 527, 713

482, 527, 713

482, 527, 713

487, 529, 714

487, 529, 714

485, 528, 714

485, 528, 714

482, 528, 715

482, 528, 715

487, 527, 713

487, 527, 713

481, 528, 713

481, 528, 713

485, 527, 714

485, 527, 714

483, 528, 714

483, 528, 714

483, 527, 713

483, 527, 713

485, 527, 714

485, 527, 714

485, 528, 714

485, 528, 714

484, 528, 714

484, 528, 714

484, 528, 714

484, 528, 714

483, 527, 714

483, 527, 714

483, 527, 714

488, 525, 711

488, 525, 711

482, 530, 718

482, 530, 718

482, 530, 718

487, 526, 714

487, 526, 714

487, 526, 714

480, 528, 713

480, 528, 713

480, 528, 713

487, 528, 716

487, 528, 716

483, 527, 713

483, 527, 713

484, 528, 714

484, 528, 714

484, 528, 714

484, 528, 714

486, 527, 715

486, 527, 715

483, 528, 713

483, 528, 713

484, 528, 715

484, 528, 715

485, 528, 714

485, 528, 714

484, 527, 714

484, 527, 714

486, 527, 715

486, 527, 715

484, 528, 714

484, 528, 714

487, 529, 713

487, 529, 713

482, 527, 716

482, 527, 716

488, 527, 713

488, 527, 713

483, 527, 714

483, 527, 714

483, 527, 714

487, 528, 715

487, 528, 715

484, 527, 716

484, 527, 716

488, 528, 713

488, 528, 713

488, 528, 713

481, 526, 714

481, 526, 714

481, 526, 714

487, 528, 715

487, 528, 715

486, 527, 713

486, 527, 713

482, 526, 713

482, 526, 713

482, 526, 713

487, 529, 714

487, 529, 714

485, 527, 715

485, 527, 715

485, 526, 713

485, 526, 713

486, 528, 714

486, 528, 714

485, 527, 715

485, 527, 715

486, 526, 712

486, 526, 712

482, 527, 716

482, 527, 716

488, 526, 713

488, 526, 713

485, 527, 717

485, 527, 717

484, 528, 712

484, 528, 712

485, 527, 714

485, 527, 714

484, 527, 715

484, 527, 715

486, 527, 714

486, 527, 714

486, 526, 714

486, 526, 714

483, 528, 715

483, 528, 715

483, 528, 715

488, 527, 714

488, 527, 714

488, 527, 714

482, 527, 713

482, 527, 713

482, 527, 713

486, 527, 715

486, 527, 715

486, 527, 715

485, 527, 714

485, 527, 714

485, 527, 714

487, 528, 715

487, 528, 715

484, 527, 713

484, 527, 713

484, 527, 714

484, 527, 714

486, 527, 715

486, 527, 715

485, 527, 714

485, 527, 714

486, 527, 714

486, 527, 714

485, 528, 715

485, 528, 715

486, 528, 713

486, 528, 713

483, 527, 713

483, 527, 713

486, 527, 715

486, 527, 715

484, 528, 714

484, 528, 714

487, 527, 719

487, 527, 719

482, 527, 711

482, 527, 711

486, 528, 714

486, 528, 714

484, 528, 715

484, 528, 715

487, 527, 714

487, 527, 714

487, 527, 714

484, 527, 713

484, 527, 713

484, 527, 713

484, 527, 715

484, 527, 715

484, 527, 715

487, 528, 715

487, 528, 715

487, 528, 715

483, 527, 713

483, 527, 713

483, 527, 713

485, 527, 714

485, 527, 714

486, 527, 715

486, 527, 715

484, 528, 716

484, 528, 716

486, 527, 712

486, 527, 712

483, 527, 715

483, 527, 715

486, 529, 715

486, 529, 715

485, 527, 715

485, 527, 715

485, 527, 713

485, 527, 713

486, 528, 715

486, 528, 715

485, 528, 716

485, 528, 716

486, 527, 713

486, 527, 713

484, 527, 711

484, 527, 711

486, 528, 717

486, 528, 717

485, 528, 715

485, 528, 715

484, 527, 712

484, 527, 712

484, 527, 712

484, 528, 715

484, 528, 715

484, 528, 715

487, 527, 715

487, 527, 715

484, 526, 714

484, 526, 714

484, 526, 714

486, 527, 712

486, 527, 712

486, 527, 712

484, 528, 715

484, 528, 715

485, 528, 715

485, 528, 715

486, 527, 714

486, 527, 714

483, 528, 715

483, 528, 715

488, 528, 714

488, 528, 714

484, 527, 713

484, 527, 713

483, 528, 715

483, 528, 715

488, 527, 715

488, 527, 715

484, 528, 714

484, 528, 714

486, 527, 715

486, 527, 715

484, 527, 714

484, 527, 714

486, 527, 715

486, 527, 715

485, 528, 714

485, 528, 714

486, 528, 714

486, 528, 714

484, 528, 714

484, 528, 714

487, 527, 714

487, 527, 714

487, 527, 714

485, 527, 713

485, 527, 713

483, 528, 715

483, 528, 715

483, 528, 715

487, 527, 714

487, 527, 714

487, 527, 714

485, 527, 714

485, 527, 714

485, 527, 714

484, 527, 715

484, 527, 715

486, 527, 714

486, 527, 714

486, 527, 714

484, 528, 714

484, 528, 714

486, 527, 715

486, 527, 715

485, 527, 714

485, 527, 714

486, 527, 714

486, 527, 714

485, 527, 715

485, 527, 715

487, 527, 713

487, 527, 713

482, 527, 714

482, 527, 714

488, 527, 715

488, 527, 715

485, 527, 714

485, 527, 714

487, 527, 714

487, 527, 714

484, 527, 713

484, 527, 713

486, 527, 714

486, 527, 714

486, 527, 715

486, 527, 715

null
484, 528, 714

484, 528, 714

486, 527, 714

486, 527, 714

486, 527, 714

486, 527, 714

486, 527, 714

487, 527, 713

487, 527, 713

483, 528, 715

483, 528, 715

483, 528, 715

487, 526, 714

487, 526, 714

486, 527, 713

486, 527, 713

486, 527, 713

484, 523, 711

484, 523, 711

483, 531, 715

483, 531, 715

487, 531, 722

487, 531, 722

500, 532, 714

500, 532, 714

467, 520, 708

467, 520, 708

491, 534, 716

491, 534, 716

494, 529, 716

494, 529, 716

494, 527, 715

494, 527, 715

482, 529, 713

482, 529, 713

480, 525, 715

480, 525, 715

488, 528, 711

488, 528, 711

490, 529, 712

490, 529, 712

490, 528, 716

490, 528, 716

490, 527, 717

490, 527, 717

495, 529, 713

495, 529, 713

495, 529, 713

483, 527, 715

483, 527, 715

483, 527, 715

501, 530, 714

501, 530, 714

477, 525, 715

477, 525, 715

477, 525, 715

486, 527, 710

486, 527, 710

486, 527, 710

495, 530, 718

495, 530, 718

495, 530, 718

483, 525, 714

483, 525, 714

491, 530, 708

491, 530, 708

485, 527, 712

485, 527, 712

492, 533, 719

492, 533, 719

490, 527, 716

490, 527, 716

483, 530, 713

483, 530, 713

495, 529, 714

495, 529, 714

485, 529, 715

485, 529, 715

490, 529, 720

490, 529, 720

493, 528, 716

493, 528, 716

481, 528, 710

481, 528, 710

482, 529, 713

482, 529, 713

498, 528, 718

498, 528, 718

481, 528, 715

481, 528, 715

489, 524, 709

489, 524, 709

489, 524, 709

482, 530, 712

482, 530, 712

492, 528, 718

492, 528, 718

492, 528, 718

486, 527, 713

486, 527, 713

486, 527, 713

487, 527, 714

487, 527, 714

487, 527, 714

487, 527, 714

487, 527, 714

487, 528, 714

487, 528, 714

489, 527, 714

489, 527, 714

489, 527, 714

486, 528, 716

486, 528, 716

484, 527, 713

484, 527, 713

491, 527, 715

491, 527, 715

483, 527, 714

483, 527, 714

489, 527, 714

489, 527, 714

486, 528, 714

486, 528, 714

486, 527, 712

486, 527, 712

487, 528, 715

487, 528, 715

488, 528, 715

488, 528, 715

487, 527, 713

487, 527, 713

486, 527, 714

486, 527, 714

487, 527, 715

487, 527, 715

487, 527, 715

487, 528, 715

487, 528, 715

486, 527, 713

486, 527, 713

487, 527, 714

487, 527, 714

487, 527, 714

486, 527, 714

486, 527, 714

486, 527, 714

487, 528, 713

487, 528, 713

487, 528, 713

485, 527, 715

485, 527, 715

489, 527, 715

489, 527, 715

489, 527, 715

487, 528, 716

487, 528, 716

486, 525, 710

486, 525, 710

482, 527, 717

482, 527, 717

482, 527, 717

495, 528, 715

495, 528, 715

480, 526, 714

480, 526, 714

487, 527, 715

487, 527, 715

491, 526, 713

491, 526, 713

483, 527, 714

483, 527, 714

487, 527, 713

487, 527, 713

487, 528, 716

487, 528, 716

486, 527, 715

486, 527, 715

489, 528, 712

489, 528, 712

484, 527, 715

484, 527, 715

487, 527, 714

487, 527, 714

489, 528, 714

489, 528, 714

489, 528, 714

486, 527, 714

486, 527, 714

486, 527, 714

486, 527, 714

486, 527, 714

489, 527, 715

489, 527, 715

489, 527, 715

486, 527, 712

486, 527, 712

486, 527, 712

487, 527, 714

487, 527, 714

487, 527, 714

487, 527, 714

487, 527, 714

488, 527, 715

488, 527, 715

486, 526, 713

486, 526, 713

486, 528, 713

486, 528, 713

488, 528, 715

488, 528, 715

487, 527, 715

487, 527, 715

487, 527, 714

487, 527, 714

485, 527, 714

485, 527, 714

488, 527, 715

488, 527, 715

484, 527, 713

484, 527, 713

488, 528, 715

488, 528, 715

487, 527, 714

487, 527, 714

487, 527, 714

487, 527, 714

484, 528, 714

484, 528, 714

489, 526, 714

489, 526, 714

489, 526, 714

486, 528, 714

486, 528, 714

488, 526, 714

488, 526, 714

488, 526, 714

485, 528, 714

485, 528, 714

485, 528, 714

490, 527, 714

490, 527, 714

490, 527, 714

484, 527, 713

484, 527, 713

489, 527, 714

489, 527, 714

485, 527, 715

485, 527, 715

488, 527, 715

488, 527, 715

486, 527, 712

486, 527, 712

485, 528, 715

485, 528, 715

488, 527, 716

488, 527, 716

489, 527, 715

489, 527, 715

484, 527, 712

484, 527, 712

487, 526, 714

487, 526, 714

487, 529, 716

487, 529, 716

487, 526, 714

487, 526, 714

483, 527, 714

483, 527, 714

491, 529, 714

491, 529, 714

483, 525, 715

483, 525, 715

486, 526, 712

486, 526, 712

491, 527, 715

491, 527, 715

482, 527, 715

482, 527, 715

482, 527, 715

486, 528, 714

486, 528, 714

486, 528, 714

491, 527, 713

491, 527, 713

491, 527, 713

486, 524, 705

486, 524, 705

484, 524, 717

484, 524, 717

484, 524, 717

485, 538, 721

485, 538, 721

509, 527, 721

509, 527, 721

468, 523, 707

468, 523, 707

489, 528, 717

489, 528, 717

495, 527, 712

495, 527, 712

482, 527, 715

482, 527, 715

486, 528, 715

486, 528, 715

491, 528, 716

491, 528, 716

484, 526, 710

484, 526, 710

484, 526, 718

484, 526, 718

494, 529, 714

494, 529, 714

485, 526, 712

485, 526, 712

482, 526, 713

482, 526, 713

493, 529, 713

493, 529, 713

485, 527, 714

485, 527, 714

488, 527, 716

488, 527, 716

488, 527, 716

490, 525, 714

490, 525, 714

490, 525, 714

482, 528, 713

482, 528, 713

490, 527, 713

490, 527, 713

490, 527, 713

485, 530, 716

485, 530, 716

485, 530, 716

487, 524, 712

487, 524, 712

490, 526, 712

490, 526, 712

487, 528, 718

487, 528, 718

486, 527, 710

486, 527, 710

485, 527, 715

485, 527, 715

486, 527, 715

486, 527, 715

494, 526, 714

494, 526, 714

479, 524, 713

479, 524, 713

492, 529, 716

492, 529, 716

486, 525, 713

486, 525, 713

480, 527, 713

480, 527, 713

496, 529, 717

496, 529, 717

486, 524, 709

486, 524, 709

486, 528, 713

486, 528, 713

489, 526, 705

489, 526, 705

489, 526, 705

470, 538, 746

470, 538, 746

470, 538, 746

477, 516, 722

477, 516, 722

477, 516, 722

493, 535, 711

493, 535, 711

493, 535, 711

537, 489, 710

537, 489, 710

537, 489, 710

529, 506, 717

529, 506, 717

506, 539, 707

506, 539, 707

464, 517, 747

464, 517, 747

464, 517, 747

495, 531, 725

495, 531, 725

514, 507, 700

514, 507, 700

496, 537, 716

496, 537, 716

494, 519, 699

494, 519, 699

451, 535, 740

451, 535, 740

554, 501, 692

554, 501, 692

473, 520, 711

473, 520, 711

540, 508, 691

540, 508, 691

474, 534, 727

474, 534, 727

504, 517, 709

504, 517, 709

510, 524, 720

510, 524, 720

490, 519, 709

490, 519, 709

508, 523, 717

508, 523, 717

508, 523, 717

499, 521, 714

499, 521, 714

502, 523, 715

502, 523, 715

502, 523, 715

499, 521, 715

499, 521, 715

499, 521, 715

504, 522, 716

504, 522, 716

504, 522, 716

498, 522, 715

498, 522, 715

503, 522, 714

503, 522, 714

501, 522, 715

501, 522, 715

502, 521, 715

502, 521, 715

501, 521, 713

501, 521, 713

502, 522, 715

502, 522, 715

503, 522, 715

503, 522, 715

501, 522, 712

501, 522, 712

501, 520, 715

501, 520, 715

504, 522, 715

504, 522, 715

499, 521, 714

499, 521, 714

502, 523, 716

502, 523, 716

501, 521, 714

501, 521, 714

503, 522, 715

503, 522, 715

500, 522, 715

500, 522, 715

500, 522, 715

503, 521, 715

503, 521, 715

503, 523, 719

503, 523, 719

498, 522, 711

498, 522, 711

498, 522, 711

496, 519, 712

496, 519, 712

496, 519, 712

499, 525, 721

499, 525, 721

517, 523, 720

517, 523, 720

498, 522, 714

498, 522, 714

498, 522, 714

488, 519, 706

488, 519, 706

508, 522, 717

508, 522, 717

512, 523, 719

512, 523, 719

496, 517, 707

496, 517, 707

501, 525, 717

501, 525, 717

520, 524, 717

520, 524, 717

498, 519, 713

498, 519, 713

498, 524, 717

498, 524, 717

513, 522, 717

513, 522, 717

506, 523, 717

506, 523, 717

500, 523, 713

500, 523, 713

511, 524, 714

511, 524, 714

506, 521, 712

506, 521, 712

502, 524, 715

502, 524, 715

509, 523, 716

509, 523, 716

509, 523, 716

508, 523, 716

508, 523, 716

508, 523, 716

501, 524, 715

501, 524, 715

501, 524, 715

509, 525, 714

509, 525, 714

499, 523, 714

499, 523, 714

499, 523, 714

505, 524, 716

505, 524, 716

505, 524, 715

505, 524, 715

503, 523, 715

503, 523, 715

504, 523, 712

504, 523, 712

501, 523, 715

501, 523, 715

502, 524, 717

502, 524, 717

507, 523, 715

507, 523, 715

498, 524, 713

498, 524, 713

507, 522, 718

507, 522, 718

500, 524, 711

500, 524, 711

503, 525, 716

503, 525, 716

503, 525, 716

503, 525, 716

510, 520, 713

510, 520, 713

478, 528, 713

478, 528, 713

508, 531, 718

508, 531, 718

498, 522, 716

498, 522, 716

498, 522, 716

519, 525, 710

519, 525, 710

519, 525, 710

485, 526, 715

485, 526, 715

485, 526, 715

490, 524, 715

490, 524, 715

490, 524, 715

510, 518, 716

510, 518, 716

510, 518, 716

511, 524, 714

511, 524, 714

507, 530, 710

507, 530, 710

494, 527, 707

494, 527, 707

511, 519, 712

511, 519, 712

496, 526, 715

496, 526, 715

505, 523, 715

505, 523, 715

505, 524, 716

505, 524, 716

495, 524, 713

495, 524, 713

497, 521, 720

497, 521, 720

494, 530, 715

494, 530, 715

499, 526, 714

499, 526, 714

507, 526, 716

507, 526, 716

497, 524, 719

497, 524, 719

504, 523, 717

504, 523, 717

