x, y, z
475, 529, 714

479, 529, 715

479, 529, 715

476, 528, 712

476, 528, 712

476, 529, 714

476, 529, 714

479, 529, 716

479, 529, 716

476, 527, 713

476, 527, 713

477, 528, 712

477, 528, 712

476, 528, 714

476, 528, 714

478, 528, 714

478, 528, 714

478, 528, 714

474, 529, 712

474, 529, 712

478, 528, 714

478, 528, 714

474, 528, 713

474, 528, 713

474, 528, 713

480, 528, 712

480, 528, 712

480, 528, 712

473, 528, 713

473, 528, 713

479, 529, 715

479, 529, 715

477, 529, 713

477, 529, 713

476, 527, 712

476, 527, 712

475, 530, 713

475, 530, 713

481, 529, 714

481, 529, 714

474, 529, 714

474, 529, 714

478, 529, 712

478, 529, 712

479, 529, 714

479, 529, 714

474, 527, 713

474, 527, 713

477, 531, 714

477, 531, 714

481, 527, 710

481, 527, 710

470, 529, 714

470, 529, 714

481, 528, 714

481, 528, 714

477, 530, 714

477, 530, 714

477, 530, 714

475, 529, 713

475, 529, 713

481, 530, 713

481, 530, 713

474, 527, 711

474, 527, 711

474, 527, 711

474, 530, 716

474, 530, 716

474, 530, 716

482, 529, 714

482, 529, 714

474, 529, 712

474, 529, 712

476, 527, 712

476, 527, 712

476, 527, 712

473, 528, 714

473, 528, 714

483, 531, 713

483, 531, 713

476, 528, 713

476, 528, 713

472, 528, 714

472, 528, 714

484, 531, 714

484, 531, 714

475, 529, 711

475, 529, 711

474, 527, 714

474, 527, 714

479, 530, 715

479, 530, 715

477, 527, 712

477, 527, 712

474, 529, 713

474, 529, 713

476, 528, 713

476, 528, 713

482, 529, 714

482, 529, 714

471, 527, 712

471, 527, 712

477, 529, 708

477, 529, 708

480, 527, 718

480, 527, 718

480, 527, 718

474, 531, 717

474, 531, 717

474, 531, 717

480, 527, 710

480, 527, 710

480, 527, 710

473, 530, 717

473, 530, 717

483, 528, 712

483, 528, 712

483, 528, 712

473, 527, 708

473, 527, 708

474, 530, 718

474, 530, 718

481, 528, 712

481, 528, 712

472, 530, 713

472, 530, 713

482, 528, 715

482, 528, 715

474, 526, 711

474, 526, 711

473, 529, 716

473, 529, 716

485, 532, 713

485, 532, 713

470, 526, 712

470, 526, 712

476, 528, 713

476, 528, 713

479, 528, 712

479, 528, 712

479, 529, 706

479, 529, 706

470, 529, 709

470, 529, 709

484, 536, 714

484, 536, 714

456, 536, 718

456, 536, 718

499, 521, 724

499, 521, 724

499, 521, 724

496, 519, 708

496, 519, 708

496, 519, 708

518, 513, 713

518, 513, 713

497, 509, 709

497, 509, 709

497, 509, 709

522, 510, 717

522, 510, 717

522, 510, 717

499, 520, 721

499, 520, 721

501, 509, 716

501, 509, 716

503, 513, 713

503, 513, 713

513, 511, 714

513, 511, 714

511, 509, 708

