x, y, z
500, 526, 714

500, 526, 714

498, 527, 716

498, 527, 716

498, 527, 716

499, 527, 715

499, 527, 715

498, 527, 715

498, 527, 715

499, 527, 714

499, 527, 714

499, 527, 715

499, 527, 715

502, 526, 714

502, 526, 714

495, 528, 716

495, 528, 716

502, 526, 713

502, 526, 713

495, 527, 717

495, 527, 717

501, 524, 714

501, 524, 714

500, 527, 713

500, 527, 713

495, 528, 718

495, 528, 718

500, 526, 713

500, 526, 713

500, 527, 714

500, 527, 714

500, 527, 714

502, 525, 717

502, 525, 717

497, 527, 712

497, 527, 712

497, 527, 712

501, 526, 716

501, 526, 716

501, 526, 716

499, 525, 712

499, 525, 712

499, 525, 712

499, 528, 715

499, 528, 715

500, 527, 717

500, 527, 717

499, 525, 714

499, 525, 714

499, 525, 714

499, 527, 714

499, 527, 714

498, 526, 713

498, 526, 713

499, 528, 719

499, 528, 719

499, 525, 714

499, 525, 714

501, 524, 714

501, 524, 714

494, 529, 716

494, 529, 716

500, 529, 715

500, 529, 715

502, 524, 713

502, 524, 713

496, 525, 711

496, 525, 711

499, 528, 718

499, 528, 718

498, 527, 715

498, 527, 715

502, 527, 716

502, 527, 716

502, 527, 716

495, 526, 714

495, 526, 714

503, 526, 715

503, 526, 715

499, 525, 714

499, 525, 714

499, 525, 714

498, 527, 715

498, 527, 715

498, 527, 715

498, 526, 716

498, 526, 716

498, 526, 716

501, 527, 714

501, 527, 714

501, 527, 714

499, 525, 714

499, 525, 714

499, 525, 714

498, 527, 715

498, 527, 715

502, 525, 716

502, 525, 716

498, 527, 715

498, 527, 715

500, 526, 715

500, 526, 715

499, 526, 714

499, 526, 714

499, 526, 715

499, 526, 715

500, 526, 715

500, 526, 715

499, 526, 713

499, 526, 713

499, 526, 715

499, 526, 715

500, 526, 715

500, 526, 715

499, 526, 715

499, 526, 715

498, 527, 714

498, 527, 714

499, 526, 716

499, 526, 716

502, 526, 714

502, 526, 714

498, 523, 715

498, 523, 715

498, 523, 715

501, 525, 712

501, 525, 712

501, 525, 712

495, 529, 715

495, 529, 715

495, 529, 715

498, 529, 718

498, 529, 718

497, 525, 712

497, 525, 712

497, 525, 712

500, 528, 716

500, 528, 716

500, 528, 716

502, 524, 713

502, 524, 713

497, 526, 716

497, 526, 716

498, 528, 715

498, 528, 715

499, 526, 713

499, 526, 713

497, 526, 716

497, 526, 716

502, 526, 715

502, 526, 715

499, 526, 714

499, 526, 714

498, 526, 716

498, 526, 716

499, 526, 715

499, 526, 715

499, 526, 715

499, 526, 715

499, 525, 715

499, 525, 715

500, 525, 714

500, 525, 714

498, 527, 715

498, 527, 715

499, 526, 715

499, 526, 715

500, 525, 714

500, 525, 714

500, 525, 714

497, 527, 715

497, 527, 715

497, 527, 715

502, 526, 715

502, 526, 715

502, 526, 715

495, 526, 713

495, 526, 713

495, 526, 713

501, 526, 715

501, 526, 715

501, 526, 715

498, 525, 715

498, 525, 715

500, 527, 714

500, 527, 714

497, 525, 716

497, 525, 716

501, 526, 713

501, 526, 713

500, 525, 714

500, 525, 714

499, 527, 715

499, 527, 715

499, 525, 716

499, 525, 716

500, 527, 715

500, 527, 715

500, 526, 714

500, 526, 714

501, 526, 715

501, 526, 715

498, 525, 716

498, 525, 716

499, 528, 716

499, 528, 716

501, 525, 713

501, 525, 713

498, 526, 715

498, 526, 715

502, 525, 716

502, 525, 716

500, 525, 714

500, 525, 714

null
496, 527, 715

496, 527, 715

496, 527, 715

502, 526, 714

502, 526, 714

502, 526, 714

498, 525, 715

498, 525, 715

498, 525, 715

500, 527, 715

500, 527, 715

500, 527, 715

499, 526, 714

499, 526, 714

500, 526, 715

500, 526, 715

499, 524, 714

499, 524, 714

500, 526, 714

500, 526, 714

498, 526, 714

498, 526, 714

500, 526, 716

500, 526, 716

500, 526, 715

500, 526, 715

499, 525, 714

499, 525, 714

497, 525, 721

497, 525, 721

500, 525, 715

500, 525, 715

496, 528, 715

496, 528, 715

503, 522, 714

503, 522, 714

497, 526, 714

497, 526, 714

502, 525, 714

502, 525, 714

499, 524, 715

499, 524, 715

499, 524, 715

500, 526, 713

500, 526, 713

500, 526, 713

504, 525, 716

504, 525, 716

499, 524, 715

499, 524, 715

499, 524, 715

501, 524, 714

501, 524, 714

501, 524, 714

501, 526, 716

501, 526, 716

501, 523, 714

501, 523, 714

501, 525, 714

501, 525, 714

501, 525, 714

500, 525, 715

500, 525, 715

502, 525, 715

502, 525, 715

499, 525, 714

499, 525, 714

502, 525, 715

502, 525, 715

499, 524, 713

499, 524, 713

503, 525, 716

503, 525, 716

500, 525, 714

500, 525, 714

500, 525, 713

500, 525, 713

501, 525, 716

501, 525, 716

500, 525, 715

500, 525, 715

501, 525, 714

501, 525, 714

499, 525, 715

499, 525, 715

501, 526, 716

501, 526, 716

499, 525, 714

499, 525, 714

501, 525, 713

501, 525, 713

501, 525, 713

499, 525, 715

499, 525, 715

499, 525, 715

502, 525, 714

502, 525, 714

502, 525, 714

501, 525, 715

501, 525, 715

499, 526, 714

499, 526, 714

499, 526, 714

502, 524, 716

502, 524, 716

500, 525, 713

500, 525, 713

501, 525, 714

501, 525, 714

500, 526, 716

500, 526, 716

501, 525, 716

501, 525, 716

500, 525, 715

500, 525, 715

500, 525, 715

500, 525, 715

500, 525, 715

500, 525, 715

501, 524, 715

501, 524, 715

500, 525, 715

500, 525, 715

499, 526, 713

499, 526, 713

501, 525, 717

501, 525, 717

501, 525, 714

501, 525, 714

500, 525, 715

500, 525, 715

501, 525, 716

501, 525, 716

501, 525, 715

501, 525, 715

501, 525, 715

500, 525, 714

500, 525, 714

500, 525, 714

501, 525, 714

501, 525, 714

501, 525, 714

499, 526, 715

499, 526, 715

499, 526, 715

502, 525, 715

502, 525, 715

502, 525, 715

500, 526, 715

500, 526, 715

500, 526, 714

500, 526, 714

500, 524, 715

500, 524, 715

501, 526, 714

501, 526, 714

502, 526, 715

502, 526, 715

499, 524, 716

499, 524, 716

501, 525, 715

501, 525, 715

503, 524, 713

503, 524, 713

496, 524, 707

496, 524, 707

498, 527, 719

498, 527, 719

503, 526, 719

503, 526, 719

497, 524, 711

497, 524, 711

509, 528, 717

509, 528, 717

498, 525, 713

498, 525, 713

503, 528, 718

503, 528, 718

503, 528, 718

506, 525, 710

506, 525, 710

498, 525, 715

498, 525, 715

502, 525, 716

502, 525, 716

502, 525, 716

499, 527, 717

499, 527, 717

499, 527, 717

488, 524, 761

488, 524, 761

494, 493, 696

494, 493, 696

492, 554, 740

492, 554, 740

492, 554, 740

501, 520, 730

501, 520, 730

397, 523, 763

397, 523, 763

575, 525, 868

575, 525, 868

365, 489, 747

365, 489, 747

444, 443, 695

444, 443, 695

410, 441, 664

410, 441, 664

360, 432, 639

360, 432, 639

422, 459, 659

422, 459, 659

463, 446, 637

463, 446, 637

393, 421, 608

393, 421, 608

393, 308, 579

393, 308, 579

383, 447, 520

383, 447, 520

258, 312, 510

258, 312, 510

258, 312, 510

353, 350, 562

353, 350, 562

293, 301, 541

293, 301, 541

293, 301, 541

334, 325, 513

334, 325, 513

334, 325, 513

376, 325, 494

376, 325, 494

376, 325, 494

370, 318, 502

370, 318, 502

464, 291, 507

464, 291, 507

464, 291, 507

438, 289, 496

438, 289, 496

434, 289, 509

434, 289, 509

437, 282, 503

437, 282, 503

414, 289, 493

414, 289, 493

421, 287, 504

421, 287, 504

391, 293, 527

391, 293, 527

423, 287, 481

423, 287, 481

484, 304, 536

484, 304, 536

416, 292, 564

416, 292, 564

423, 287, 545

423, 287, 545

405, 292, 526

405, 292, 526

478, 300, 513

478, 300, 513

348, 284, 482

348, 284, 482

350, 302, 491

350, 302, 491

430, 289, 476

430, 289, 476

434, 286, 491

434, 286, 491

434, 286, 491

416, 290, 490

416, 290, 490

416, 290, 490

427, 289, 493

427, 289, 493

433, 285, 502

433, 285, 502

433, 285, 502

416, 289, 496

416, 289, 496

416, 289, 496

430, 285, 502

430, 285, 502

437, 285, 486

437, 285, 486

487, 270, 652

487, 270, 652

458, 295, 493

458, 295, 493

471, 269, 513

471, 269, 513

436, 313, 528

436, 313, 528

370, 300, 491

370, 300, 491

289, 325, 429

289, 325, 429

204, 339, 424

204, 339, 424

359, 313, 493

359, 313, 493

377, 316, 530

377, 316, 530

434, 293, 539

434, 293, 539

455, 292, 533

455, 292, 533

458, 280, 515

458, 280, 515

460, 288, 504

460, 288, 504

460, 288, 504

433, 283, 495

433, 283, 495

433, 283, 495

447, 280, 498

447, 280, 498

445, 288, 520

445, 288, 520

445, 288, 520

497, 287, 524

497, 287, 524

497, 287, 524

367, 305, 511

367, 305, 511

251, 309, 489

251, 309, 489

291, 316, 504

291, 316, 504

291, 316, 504

346, 320, 532

346, 320, 532

426, 295, 538

426, 295, 538

444, 295, 549

444, 295, 549

496, 285, 558

496, 285, 558

510, 280, 553

510, 280, 553

497, 278, 541

497, 278, 541

486, 280, 537

486, 280, 537

475, 276, 533

475, 276, 533

474, 280, 533

474, 280, 533

525, 280, 519

525, 280, 519

526, 286, 521

526, 286, 521

501, 292, 552

501, 292, 552

349, 336, 606

349, 336, 606

349, 336, 606

301, 306, 614

301, 306, 614

365, 318, 595

365, 318, 595

365, 318, 595

366, 309, 557

366, 309, 557

366, 309, 557

372, 309, 533

372, 309, 533

372, 309, 533

377, 311, 537

377, 311, 537

376, 305, 541

376, 305, 541

376, 305, 541

388, 305, 533

388, 305, 533

416, 298, 515

416, 298, 515

394, 302, 515

394, 302, 515

373, 302, 493

373, 302, 493

365, 305, 499

365, 305, 499

375, 304, 503

375, 304, 503

386, 303, 509

386, 303, 509

384, 302, 508

384, 302, 508

376, 301, 504

376, 301, 504

377, 295, 511

377, 295, 511

487, 311, 555

487, 311, 555

640, 315, 710

640, 315, 710

513, 371, 464

513, 371, 464

513, 371, 464

39, 404, 486

39, 404, 486

33, 425, 375

33, 425, 375

245, 379, 467

245, 379, 467

245, 379, 467

405, 344, 547

405, 344, 547

405, 344, 547

388, 316, 541

388, 316, 541

388, 316, 541

418, 307, 525

418, 307, 525

418, 307, 525

441, 298, 546

441, 298, 546

441, 298, 546

444, 298, 547

444, 298, 547

440, 295, 540

440, 295, 540

428, 302, 544

428, 302, 544

369, 302, 540

369, 302, 540

375, 304, 555

375, 304, 555

392, 302, 561

392, 302, 561

406, 303, 560

406, 303, 560

391, 305, 561

391, 305, 561

391, 304, 564

391, 304, 564

415, 302, 568

415, 302, 568

403, 301, 561

403, 301, 561

376, 303, 551

376, 303, 551

398, 302, 551

398, 302, 551

412, 299, 556

412, 299, 556

402, 299, 550

402, 299, 550

402, 299, 550

403, 303, 557

403, 303, 557

403, 303, 557

409, 299, 558

409, 299, 558

396, 303, 563

396, 303, 563

396, 303, 563

404, 302, 564

404, 302, 564

404, 302, 564

396, 304, 565

396, 304, 565

396, 304, 565

395, 303, 566

395, 303, 566

404, 302, 565

404, 302, 565

408, 302, 564

408, 302, 564

410, 302, 562

410, 302, 562

401, 300, 560

401, 300, 560

390, 302, 558

390, 302, 558

406, 302, 561

406, 302, 561

444, 298, 569

444, 298, 569

538, 299, 553

538, 299, 553

239, 340, 436

239, 340, 436

268, 349, 435

268, 349, 435

429, 305, 521

429, 305, 521

403, 311, 527

403, 311, 527

319, 315, 469

319, 315, 469

348, 322, 501

348, 322, 501

348, 322, 501

371, 317, 496

371, 317, 496

371, 317, 496

367, 314, 509

367, 314, 509

367, 314, 509

359, 313, 495

359, 313, 495

359, 313, 495

373, 314, 505

373, 314, 505

373, 314, 505

373, 313, 492

373, 313, 492

365, 315, 503

365, 315, 503

368, 311, 492

368, 311, 492

368, 311, 492

370, 313, 501

370, 313, 501

360, 313, 498

360, 313, 498

373, 313, 503

373, 313, 503

365, 314, 504

365, 314, 504

362, 314, 501

362, 314, 501

363, 313, 497

363, 313, 497

360, 315, 503

360, 315, 503

373, 313, 502

373, 313, 502

369, 312, 502

369, 312, 502

363, 314, 501

363, 314, 501

368, 314, 498

368, 314, 498

366, 314, 500

366, 314, 500

null
361, 313, 502

361, 313, 502

null
371, 314, 499

371, 314, 499

367, 314, 487

367, 314, 487

367, 314, 487

368, 312, 465

368, 312, 465

368, 312, 465

379, 318, 466

379, 318, 466

379, 318, 466

285, 331, 492

285, 331, 492

372, 316, 496

372, 316, 496

372, 316, 496

418, 311, 509

418, 311, 509

385, 308, 474

385, 308, 474

364, 312, 473

364, 312, 473

404, 307, 460

404, 307, 460

380, 312, 466

380, 312, 466

366, 313, 461

366, 313, 461

380, 310, 470

380, 310, 470

377, 312, 474

377, 312, 474

374, 312, 475

374, 312, 475

374, 313, 476

374, 313, 476

375, 312, 476

375, 312, 476

372, 314, 471

372, 314, 471

376, 313, 475

376, 313, 475

376, 313, 475

375, 313, 473

375, 313, 473

367, 311, 471

367, 311, 471

367, 311, 471

342, 336, 539

342, 336, 539

342, 336, 539

395, 316, 445

395, 316, 445

426, 281, 377

426, 281, 377

466, 345, 508

466, 345, 508

466, 345, 508

492, 379, 553

492, 379, 553

492, 379, 553

534, 465, 674

534, 465, 674

476, 467, 665

476, 467, 665

550, 486, 714

550, 486, 714

621, 501, 752

621, 501, 752

643, 504, 764

643, 504, 764

595, 503, 750

595, 503, 750

601, 483, 751

601, 483, 751

548, 467, 721

548, 467, 721

553, 471, 705

553, 471, 705

505, 469, 708

505, 469, 708

501, 505, 715

501, 505, 715

516, 506, 703

516, 506, 703

484, 493, 698

484, 493, 698

607, 540, 722

607, 540, 722

611, 515, 726

611, 515, 726

611, 515, 726

522, 518, 712

522, 518, 712

522, 518, 712

520, 513, 750

520, 513, 750

520, 513, 750

548, 539, 922

548, 539, 922

548, 539, 922

391, 489, 805

391, 489, 805

391, 489, 805

424, 463, 717

424, 463, 717

450, 427, 673

450, 427, 673

481, 453, 664

481, 453, 664

481, 453, 664

490, 426, 602

490, 426, 602

548, 405, 600

548, 405, 600

440, 296, 584

440, 296, 584

352, 377, 630

352, 377, 630

428, 320, 601

428, 320, 601

382, 328, 593

382, 328, 593

426, 307, 608

426, 307, 608

473, 300, 555

473, 300, 555

486, 323, 561

486, 323, 561

440, 344, 548

440, 344, 548

418, 272, 536

418, 272, 536

406, 313, 538

406, 313, 538

324, 299, 572

324, 299, 572

324, 299, 572

268, 326, 497

268, 326, 497

416, 303, 597

416, 303, 597

416, 303, 597

347, 308, 529

347, 308, 529

347, 308, 529

342, 323, 508

342, 323, 508

342, 323, 508

415, 298, 537

415, 298, 537

394, 306, 525

394, 306, 525

394, 306, 525

384, 307, 543

384, 307, 543

402, 303, 544

402, 303, 544

382, 300, 541

382, 300, 541

380, 304, 549

380, 304, 549

348, 308, 543

348, 308, 543

372, 307, 536

372, 307, 536

410, 296, 570

410, 296, 570

488, 302, 563

488, 302, 563

529, 292, 576

529, 292, 576

448, 303, 509

448, 303, 509

256, 339, 502

256, 339, 502

264, 319, 501

264, 319, 501

319, 316, 506

319, 316, 506

319, 316, 506

370, 319, 531

370, 319, 531

364, 273, 485

364, 273, 485

476, 316, 500

476, 316, 500

476, 316, 500

457, 289, 519

457, 289, 519

457, 289, 519

454, 285, 517

454, 285, 517

455, 286, 509

455, 286, 509

455, 286, 509

429, 287, 502

429, 287, 502

429, 287, 502

387, 295, 511

387, 295, 511

370, 296, 534

370, 296, 534

376, 297, 549

376, 297, 549

397, 299, 550

397, 299, 550

416, 295, 543

416, 295, 543

427, 293, 542

427, 293, 542

415, 295, 540

415, 295, 540

392, 296, 533

392, 296, 533

384, 295, 528

384, 295, 528

410, 302, 531

410, 302, 531

402, 291, 530

402, 291, 530

400, 296, 551

400, 296, 551

404, 288, 555

404, 288, 555

428, 296, 548

428, 296, 548

417, 295, 536

417, 295, 536

417, 295, 536

545, 296, 580

545, 296, 580

545, 296, 580

325, 299, 518

325, 299, 518

325, 299, 518

194, 326, 467

194, 326, 467

194, 326, 467

348, 304, 506

348, 304, 506

348, 304, 506

394, 305, 502

394, 305, 502

465, 298, 543

465, 298, 543

609, 278, 557

609, 278, 557

669, 310, 522

669, 310, 522

667, 296, 557

667, 296, 557

566, 350, 625

566, 350, 625

334, 336, 590

334, 336, 590

17, 391, 499

17, 391, 499

157, 401, 559

157, 401, 559

481, 309, 562

481, 309, 562

507, 308, 574

507, 308, 574

612, 270, 551

612, 270, 551

485, 289, 555

485, 289, 555

355, 301, 592

355, 301, 592

212, 312, 607

212, 312, 607

375, 316, 580

375, 316, 580

375, 316, 580

472, 298, 562

472, 298, 562

472, 298, 562

545, 298, 568

545, 298, 568

545, 298, 568

603, 281, 554

603, 281, 554

603, 281, 554

590, 293, 543

590, 293, 543

590, 293, 543

601, 280, 524

601, 280, 524

460, 341, 591

460, 341, 591

639, 293, 604

639, 293, 604

443, 322, 683

443, 322, 683

176, 351, 713

176, 351, 713

371, 343, 648

371, 343, 648

583, 300, 583

583, 300, 583

540, 311, 581

540, 311, 581

604, 301, 546

604, 301, 546

656, 302, 505

656, 302, 505

669, 305, 492

669, 305, 492

543, 323, 592

543, 323, 592

280, 303, 734

280, 303, 734

437, 368, 734

437, 368, 734

582, 292, 656

582, 292, 656

582, 292, 656

546, 326, 601

546, 326, 601

603, 312, 569

603, 312, 569

613, 308, 558

613, 308, 558

613, 308, 558

569, 311, 570

569, 311, 570

569, 311, 570

565, 301, 586

565, 301, 586

565, 301, 586

539, 303, 600

539, 303, 600

539, 303, 600

518, 306, 620

518, 306, 620

518, 306, 620

544, 306, 627

544, 306, 627

549, 310, 619

549, 310, 619

589, 309, 618

589, 309, 618

631, 306, 628

631, 306, 628

548, 313, 606

548, 313, 606

410, 298, 496

410, 298, 496

267, 319, 532

267, 319, 532

436, 305, 557

436, 305, 557

503, 276, 553

503, 276, 553

432, 289, 529

432, 289, 529

366, 288, 517

366, 288, 517

434, 285, 517

434, 285, 517

442, 286, 529

442, 286, 529

421, 289, 536

421, 289, 536

421, 289, 544

421, 289, 544

421, 289, 544

437, 288, 546

437, 288, 546

424, 289, 546

424, 289, 546

424, 289, 546

422, 289, 540

422, 289, 540

422, 289, 540

433, 289, 543

433, 289, 543

433, 289, 543

412, 289, 543

412, 289, 543

423, 288, 544

423, 288, 544

424, 289, 542

424, 289, 542

425, 290, 546

425, 290, 546

428, 288, 540

428, 288, 540

418, 289, 545

418, 289, 545

418, 289, 541

418, 289, 541

428, 289, 545

428, 289, 545

422, 289, 542

422, 289, 542

422, 289, 545

422, 289, 545

438, 288, 547

438, 288, 547

510, 282, 560

510, 282, 560

480, 309, 540

480, 309, 540

304, 317, 498

304, 317, 498

356, 316, 510

356, 316, 510

460, 305, 490

460, 305, 490

460, 305, 490

327, 320, 458

327, 320, 458

327, 320, 458

308, 327, 416

308, 327, 416

308, 327, 416

393, 320, 437

393, 320, 437

393, 320, 437

390, 317, 442

390, 317, 442

390, 317, 442

329, 323, 444

329, 323, 444

374, 320, 456

374, 320, 456

380, 318, 467

380, 318, 467

360, 321, 473

360, 321, 473

380, 317, 472

380, 317, 472

361, 319, 472

361, 319, 472

365, 319, 470

365, 319, 470

370, 317, 468

370, 317, 468

373, 318, 470

373, 318, 470

367, 318, 465

367, 318, 465

372, 314, 464

372, 314, 464

362, 317, 466

362, 317, 466

353, 320, 474

353, 320, 474

249, 340, 467

249, 340, 467

374, 293, 380

374, 293, 380

374, 293, 380

547, 329, 542

547, 329, 542

547, 329, 542

529, 271, 617

529, 271, 617

397, 319, 515

397, 319, 515

397, 319, 515

385, 312, 633

385, 312, 633

385, 312, 633

473, 314, 556

473, 314, 556

410, 281, 634

410, 281, 634

456, 318, 624

456, 318, 624

463, 287, 593

463, 287, 593

468, 306, 601

468, 306, 601

449, 291, 580

449, 291, 580

465, 299, 582

465, 299, 582

441, 296, 639

441, 296, 639

463, 293, 556

463, 293, 556

423, 299, 577

423, 299, 577

431, 295, 576

431, 295, 576

451, 303, 569

451, 303, 569

456, 290, 582

456, 290, 582

458, 308, 585

458, 308, 585

474, 285, 593

474, 285, 593

462, 305, 600

462, 305, 600

462, 305, 600

465, 295, 604

465, 295, 604

453, 303, 597

453, 303, 597

453, 303, 597

451, 296, 603

451, 296, 603

451, 296, 603

489, 304, 600

489, 304, 600

489, 304, 600

519, 287, 600

519, 287, 600

495, 301, 591

495, 301, 591

510, 298, 598

510, 298, 598

530, 299, 599

530, 299, 599

492, 296, 600

492, 296, 600

500, 299, 593

500, 299, 593

542, 301, 603

542, 301, 603

536, 299, 629

536, 299, 629

495, 299, 549

495, 299, 549

495, 293, 599

495, 293, 599

504, 300, 641

504, 300, 641

490, 298, 592

490, 298, 592

528, 304, 613

528, 304, 613

521, 301, 584

521, 301, 584

543, 297, 591

543, 297, 591

543, 297, 591

520, 302, 604

520, 302, 604

507, 304, 612

507, 304, 612

522, 298, 603

522, 298, 603

522, 298, 603

518, 253, 561

518, 253, 561

518, 253, 561

552, 129, 538

552, 129, 538

552, 129, 538

613, 287, 627

613, 287, 627

613, 287, 627

572, 337, 599

572, 337, 599

572, 337, 599

540, 383, 634

540, 383, 634

512, 440, 630

512, 440, 630

509, 469, 672

509, 469, 672

517, 486, 697

517, 486, 697

537, 506, 717

537, 506, 717

597, 487, 703

597, 487, 703

623, 486, 680

623, 486, 680

606, 484, 657

606, 484, 657

640, 501, 625

640, 501, 625

607, 515, 644

607, 515, 644

605, 493, 617

605, 493, 617

651, 513, 648

651, 513, 648

665, 514, 663

665, 514, 663

728, 539, 775

728, 539, 775

680, 543, 722

680, 543, 722

680, 543, 722

656, 530, 720

656, 530, 720

656, 530, 720

603, 536, 713

603, 536, 713

605, 553, 714

605, 553, 714

605, 553, 714

625, 575, 836

625, 575, 836

625, 575, 836

558, 524, 716

558, 524, 716

558, 524, 716

567, 519, 729

567, 519, 729

540, 527, 720

540, 527, 720

540, 527, 720

491, 522, 644

491, 522, 644

603, 539, 759

603, 539, 759

534, 522, 718

534, 522, 718

523, 528, 706

523, 528, 706

544, 523, 717

544, 523, 717

530, 523, 709

530, 523, 709

543, 520, 704

543, 520, 704

576, 520, 682

576, 520, 682

512, 520, 679

512, 520, 679

550, 569, 784

550, 569, 784

622, 568, 694

622, 568, 694

582, 580, 692

582, 580, 692

531, 558, 673

531, 558, 673

531, 558, 673

507, 588, 714

507, 588, 714

536, 571, 763

536, 571, 763

536, 571, 763

577, 537, 715

577, 537, 715

577, 537, 715

582, 512, 631

582, 512, 631

582, 512, 631

600, 568, 679

600, 568, 679

613, 595, 687

613, 595, 687

536, 533, 748

536, 533, 748

426, 500, 709

426, 500, 709

451, 516, 664

451, 516, 664

523, 559, 763

523, 559, 763

531, 530, 701

531, 530, 701

492, 539, 710

492, 539, 710

493, 533, 718

493, 533, 718

510, 534, 714

510, 534, 714

501, 535, 713

501, 535, 713

500, 534, 711

500, 534, 711

503, 534, 714

503, 534, 714

504, 535, 714

504, 535, 714

503, 535, 714

503, 535, 714

503, 535, 715

503, 535, 715

504, 534, 714

504, 534, 714

502, 534, 715

502, 534, 715

502, 534, 715

503, 535, 714

503, 535, 714

503, 535, 714

503, 535, 714

503, 535, 714

503, 535, 714

503, 534, 714

503, 534, 714

504, 534, 714

504, 534, 714

504, 534, 714

503, 534, 714

503, 534, 714

503, 535, 715

503, 535, 715

503, 535, 715

503, 535, 715

502, 535, 715

502, 535, 715

502, 535, 714

502, 535, 714

504, 535, 714

504, 535, 714

502, 534, 714

502, 534, 714

503, 534, 715

503, 534, 715

504, 535, 714

504, 535, 714

503, 535, 714

503, 535, 714

504, 534, 714

504, 534, 714

523, 530, 717

523, 530, 717

537, 522, 674

537, 522, 674

547, 531, 763

547, 531, 763

443, 537, 686

443, 537, 686

443, 537, 686

409, 537, 670

409, 537, 670

409, 537, 670

466, 560, 732

466, 560, 732

466, 560, 732

482, 529, 703

482, 529, 703

535, 540, 728

535, 540, 728

535, 540, 728

478, 520, 716

478, 520, 716

478, 520, 716

469, 536, 710

469, 536, 710

478, 526, 708

478, 526, 708

487, 533, 717

487, 533, 717

481, 530, 714

481, 530, 714

483, 529, 712

483, 529, 712

484, 531, 714

484, 531, 714

484, 531, 714

484, 531, 714

484, 530, 713

484, 530, 713

482, 530, 713

482, 530, 713

485, 531, 715

485, 531, 715

484, 530, 714

484, 530, 714

483, 530, 714

483, 530, 714

484, 531, 715

484, 531, 715

483, 529, 714

483, 529, 714

484, 530, 715

484, 530, 715

484, 530, 715

483, 530, 713

483, 530, 713

483, 530, 713

483, 530, 714

483, 530, 714

483, 530, 714

487, 530, 714

487, 530, 714

487, 530, 714

482, 530, 715

482, 530, 715

482, 530, 715

484, 530, 714

484, 530, 714

484, 531, 715

484, 531, 715

482, 531, 716

482, 531, 716

488, 529, 714

488, 529, 714

484, 531, 713

484, 531, 713

485, 530, 714

485, 530, 714

485, 530, 715

485, 530, 715

