19:59:17.601	639	401	386
19:59:17.617	639	401	386
19:59:17.651	640	402	385
19:59:17.667	640	402	385
19:59:17.701	638	401	386
19:59:17.717	638	401	386
19:59:17.751	640	401	385
19:59:17.768	640	401	385
19:59:17.802	639	401	386
19:59:17.817	639	401	386
19:59:17.852	638	401	384
19:59:17.867	638	401	384
19:59:17.901	639	401	386
19:59:17.917	639	401	386
19:59:17.952	639	402	385
19:59:17.967	639	402	385
19:59:18.001	638	402	386
19:59:18.018	638	402	386
19:59:18.052	640	401	386
19:59:18.067	640	401	386
19:59:18.103	638	403	384
19:59:18.118	638	403	384
19:59:18.152	640	401	386
19:59:18.169	640	401	386
19:59:18.202	639	401	385
19:59:18.218	639	401	385
19:59:18.252	638	401	385
19:59:18.268	638	401	385
19:59:18.286	638	401	385
19:59:18.301	639	401	385
19:59:18.318	639	401	385
19:59:18.335	639	401	385
19:59:18.351	639	401	386
19:59:18.368	639	401	386
19:59:18.419	639	402	386
19:59:18.435	639	402	386
19:59:18.452	639	400	385
19:59:18.468	639	400	385
19:59:18.485	639	400	385
19:59:18.518	639	401	385
19:59:18.536	639	401	385
19:59:18.568	639	400	385
19:59:18.585	639	400	385
19:59:18.618	639	400	386
19:59:18.634	639	400	386
19:59:18.669	639	401	385
19:59:18.684	639	401	385
19:59:18.719	640	399	387
19:59:18.734	640	399	387
19:59:18.768	639	402	384
19:59:18.785	639	402	384
19:59:18.819	640	401	385
19:59:18.834	640	401	385
19:59:18.868	638	400	385
19:59:18.884	638	400	385
19:59:18.919	640	400	386
19:59:18.934	640	400	386
19:59:18.968	636	404	386
19:59:18.985	636	404	386
19:59:19.018	639	403	387
19:59:19.034	639	403	387
19:59:19.068	637	401	387
19:59:19.084	637	401	387
19:59:19.118	637	402	386
19:59:19.134	637	402	386
19:59:19.168	638	401	387
19:59:19.184	638	401	387
19:59:19.218	638	400	387
19:59:19.234	638	400	387
19:59:19.268	638	402	386
19:59:19.284	638	402	386
19:59:19.301	638	402	386
19:59:19.317	637	399	385
19:59:19.335	637	399	385
19:59:19.368	638	400	386
19:59:19.384	638	400	386
19:59:19.401	638	400	386
19:59:19.417	636	403	385
19:59:19.435	636	403	385
19:59:19.452	636	403	385
19:59:19.468	643	402	390
19:59:19.484	643	402	390
19:59:19.501	643	402	390
19:59:19.534	637	403	385
19:59:19.552	637	403	385
19:59:19.585	636	400	386
19:59:19.601	636	400	386
19:59:19.635	636	400	387
19:59:19.651	636	400	387
19:59:19.685	636	402	384
19:59:19.702	636	402	384
19:59:19.736	639	402	386
19:59:19.751	639	402	386
19:59:19.785	638	402	384
19:59:19.801	638	402	384
19:59:19.835	638	402	385
19:59:19.851	638	402	385
19:59:19.885	639	401	385
19:59:19.901	639	401	385
19:59:19.935	638	402	383
19:59:19.951	638	402	383
19:59:19.985	639	401	385
19:59:20.001	639	401	385
19:59:20.035	640	403	383
19:59:20.051	640	403	383
19:59:20.086	638	400	385
19:59:20.101	638	400	385
19:59:20.135	638	401	385
19:59:20.151	638	401	385
19:59:20.185	642	402	386
19:59:20.202	642	402	386
19:59:20.236	639	402	382
19:59:20.251	639	402	382
19:59:20.285	639	399	386
19:59:20.301	639	399	386
19:59:20.334	639	402	383
19:59:20.351	639	402	383
19:59:20.385	639	402	383
19:59:20.401	639	402	383
19:59:20.419	639	402	383
19:59:20.435	639	401	385
19:59:20.451	639	401	385
19:59:20.468	639	401	385
19:59:20.501	638	401	385
19:59:20.518	638	401	385
19:59:20.551	637	399	386
19:59:20.568	637	399	386
19:59:20.601	640	402	384
19:59:20.618	640	402	384
19:59:20.652	641	402	388
19:59:20.668	641	402	388
19:59:20.702	637	402	388
19:59:20.717	637	402	388
19:59:20.751	641	402	387
19:59:20.767	641	402	387
19:59:20.801	639	402	384
19:59:20.817	639	402	384
19:59:20.852	651	409	382
19:59:20.867	651	409	382
19:59:20.901	632	397	388
19:59:20.918	632	397	388
19:59:20.952	633	403	390
19:59:20.968	633	403	390
19:59:21.003	642	408	390
19:59:21.018	642	408	390
19:59:21.052	637	404	387
19:59:21.068	637	404	387
19:59:21.102	629	394	393
19:59:21.118	629	394	393
19:59:21.152	629	394	385
19:59:21.169	629	394	385
19:59:21.203	676	390	375
19:59:21.218	676	390	375
19:59:21.253	654	398	367
19:59:21.268	654	398	367
19:59:21.302	655	395	381
19:59:21.318	655	395	381
19:59:21.352	653	395	385
19:59:21.368	653	395	385
19:59:21.385	653	395	385
19:59:21.401	642	400	378
19:59:21.418	642	400	378
19:59:21.434	642	400	378
